StudentID,AssertiveDisciplines,AcademicYear,ExtractedAt
43164,"[{'AdministrativeDecisions': [], 'ShortDescription': '', 'StaffReferral': 0, 'ReferredByOther': '', 'SequenceNumber': 1, 'IncidentDate': '2023-01-12T00:00:00', 'IncidentID': 23482, 'ExactTime': None, 'ApproximateTimeCode': '', 'SchoolOfIncidentCode': 16, 'LocationCode': '', 'PossibleMotivationCode': '', 'WeaponTypeCode': '', 'Demerits': 0.0, 'Initials': 'JP', 'InstructionalSupportIndicator': '', 'Comment': 'Sent chronic absentee letter on 1/12/2023.', 'IsSubstituteTeacherReferral': False, 'ViolationCode1': '31', 'ViolationCode2': '', 'ViolationCode3': '', 'ViolationCode4': '', 'ViolationCode5': '', 'PreReferralInterventionCode1': '', 'PreReferralInterventionCode2': '', 'PreReferralInterventionCode3': '', 'UserCode1': '', 'UserCode2': '', 'UserCode3': '', 'UserCode4': '', 'UserCode5': '', 'UserCode6': '', 'UserCode7': '', 'UserCode8': ''}]",2023-2024,2026-02-22T00:21:00.654267
43181,"[{'AdministrativeDecisions': [{'StudentID': 43181, 'AssignedDays': 0.0, 'AssignedHours': 0.0, 'AssignedStartDate': None, 'AssignedEndDate': None, 'AssignedReturnDate': None, 'ReasonForDifferenceCode': '', 'DisciplinaryAssignmentSchoolCode': 0, 'ActionDecisionDate': None, 'SequenceNumber': 1, 'DispositionCode': 'DET', 'Days': 1.0, 'Hours': 0.0, 'StartDate': '2024-06-06T00:00:00', 'EndDate': '2024-06-06T00:00:00', 'ReturnDate': '2024-06-07T00:00:00', 'ReturnStatusCode': '', 'ReturnLocationCode': '', 'ActionAuthorityCode': '10', 'PlacementCode': '', 'ResultCode': '', 'SuspensionTagCode': ''}], 'ShortDescription': '', 'StaffReferral': 2324, 'ReferredByOther': '', 'SequenceNumber': 5, 'IncidentDate': '2024-06-06T00:00:00', 'IncidentID': 24855, 'ExactTime': None, 'ApproximateTimeCode': '', 'SchoolOfIncidentCode': 16, 'LocationCode': '', 'PossibleMotivationCode': '', 'WeaponTypeCode': '', 'Demerits': 0.0, 'Initials': 'ed', 'InstructionalSupportIndicator': '', 'Comment': ""Davis and another student began smashing Davis' Chromebook during lunch. Davis explained to Principal Dinday that the device hadn't been working for a while, so he didn't think it mattered that he was further destroying it. Principal Dinday phoned home and left a message for mom."", 'IsSubstituteTeacherReferral': False, 'ViolationCode1': '17', 'ViolationCode2': '', 'ViolationCode3': '', 'ViolationCode4': '', 'ViolationCode5': '', 'PreReferralInterventionCode1': '', 'PreReferralInterventionCode2': '', 'PreReferralInterventionCode3': '', 'UserCode1': '', 'UserCode2': '', 'UserCode3': '', 'UserCode4': '', 'UserCode5': '', 'UserCode6': '', 'UserCode7': '', 'UserCode8': ''}, {'AdministrativeDecisions': [{'StudentID': 43181, 'AssignedDays': 0.0, 'AssignedHours': 0.0, 'AssignedStartDate': None, 'AssignedEndDate': None, 'AssignedReturnDate': None, 'ReasonForDifferenceCode': '', 'DisciplinaryAssignmentSchoolCode': 0, 'ActionDecisionDate': None, 'SequenceNumber': 1, 'DispositionCode': 'DET-4', 'Days': 0.0, 'Hours': 0.0, 'StartDate': None, 'EndDate': None, 'ReturnDate': None, 'ReturnStatusCode': '', 'ReturnLocationCode': '', 'ActionAuthorityCode': '', 'PlacementCode': '', 'ResultCode': '', 'SuspensionTagCode': ''}], 'ShortDescription': '', 'StaffReferral': 0, 'ReferredByOther': '', 'SequenceNumber': 4, 'IncidentDate': '2023-12-06T00:00:00', 'IncidentID': 24348, 'ExactTime': None, 'ApproximateTimeCode': '', 'SchoolOfIncidentCode': 16, 'LocationCode': '', 'PossibleMotivationCode': '', 'WeaponTypeCode': '', 'Demerits': 0.0, 'Initials': 'JP', 'InstructionalSupportIndicator': '', 'Comment': 'Student received tardy detention for 5 or more tardies since the beginning of the trimester.', 'IsSubstituteTeacherReferral': False, 'ViolationCode1': '81', 'ViolationCode2': '', 'ViolationCode3': '', 'ViolationCode4': '', 'ViolationCode5': '', 'PreReferralInterventionCode1': '', 'PreReferralInterventionCode2': '', 'PreReferralInterventionCode3': '', 'UserCode1': '', 'UserCode2': '', 'UserCode3': '', 'UserCode4': '', 'UserCode5': '', 'UserCode6': '', 'UserCode7': '', 'UserCode8': ''}, {'AdministrativeDecisions': [{'StudentID': 43181, 'AssignedDays': 0.0, 'AssignedHours': 0.0, 'AssignedStartDate': None, 'AssignedEndDate': None, 'AssignedReturnDate': None, 'ReasonForDifferenceCode': '', 'DisciplinaryAssignmentSchoolCode': 0, 'ActionDecisionDate': None, 'SequenceNumber': 1, 'DispositionCode': 'WAR', 'Days': 0.0, 'Hours': 0.0, 'StartDate': None, 'EndDate': None, 'ReturnDate': None, 'ReturnStatusCode': '', 'ReturnLocationCode': '', 'ActionAuthorityCode': '', 'PlacementCode': '', 'ResultCode': '', 'SuspensionTagCode': ''}], 'ShortDescription': '', 'StaffReferral': 6094, 'ReferredByOther': '', 'SequenceNumber': 3, 'IncidentDate': '2023-09-05T00:00:00', 'IncidentID': 23751, 'ExactTime': None, 'ApproximateTimeCode': '', 'SchoolOfIncidentCode': 16, 'LocationCode': '', 'PossibleMotivationCode': '', 'WeaponTypeCode': '', 'Demerits': 0.0, 'Initials': 'JP', 'InstructionalSupportIndicator': '', 'Comment': 'Davis was using his phone during lunch, Mr. Miller confiscated phone. Davis is aware of 1st warning.', 'IsSubstituteTeacherReferral': False, 'ViolationCode1': '30', 'ViolationCode2': '', 'ViolationCode3': '', 'ViolationCode4': '', 'ViolationCode5': '', 'PreReferralInterventionCode1': '', 'PreReferralInterventionCode2': '', 'PreReferralInterventionCode3': '', 'UserCode1': '', 'UserCode2': '', 'UserCode3': '', 'UserCode4': '', 'UserCode5': '', 'UserCode6': '', 'UserCode7': '', 'UserCode8': ''}, {'AdministrativeDecisions': [{'StudentID': 43181, 'AssignedDays': 0.0, 'AssignedHours': 0.0, 'AssignedStartDate': None, 'AssignedEndDate': None, 'AssignedReturnDate': None, 'ReasonForDifferenceCode': '', 'DisciplinaryAssignmentSchoolCode': 0, 'ActionDecisionDate': None, 'SequenceNumber': 1, 'DispositionCode': 'DET-4', 'Days': 0.0, 'Hours': 0.0, 'StartDate': None, 'EndDate': None, 'ReturnDate': None, 'ReturnStatusCode': '', 'ReturnLocationCode': '', 'ActionAuthorityCode': '', 'PlacementCode': '', 'ResultCode': '', 'SuspensionTagCode': ''}], 'ShortDescription': '', 'StaffReferral': 0, 'ReferredByOther': '', 'SequenceNumber': 2, 'IncidentDate': '2023-05-18T00:00:00', 'IncidentID': 23640, 'ExactTime': None, 'ApproximateTimeCode': '', 'SchoolOfIncidentCode': 16, 'LocationCode': '', 'PossibleMotivationCode': '', 'WeaponTypeCode': '', 'Demerits': 0.0, 'Initials': '', 'InstructionalSupportIndicator': '', 'Comment': 'Davis was pretending to vape in class, using his AirPods case to simulate that he was vaping.  C/alled home.', 'IsSubstituteTeacherReferral': False, 'ViolationCode1': '00', 'ViolationCode2': '', 'ViolationCode3': '', 'ViolationCode4': '', 'ViolationCode5': '', 'PreReferralInterventionCode1': '', 'PreReferralInterventionCode2': '', 'PreReferralInterventionCode3': '', 'UserCode1': '', 'UserCode2': '', 'UserCode3': '', 'UserCode4': '', 'UserCode5': '', 'UserCode6': '', 'UserCode7': '', 'UserCode8': ''}, {'AdministrativeDecisions': [{'StudentID': 43181, 'AssignedDays': 0.0, 'AssignedHours': 0.0, 'AssignedStartDate': None, 'AssignedEndDate': None, 'AssignedReturnDate': None, 'ReasonForDifferenceCode': '', 'DisciplinaryAssignmentSchoolCode': 0, 'ActionDecisionDate': None, 'SequenceNumber': 1, 'DispositionCode': 'DET-4', 'Days': 0.0, 'Hours': 0.0, 'StartDate': None, 'EndDate': None, 'ReturnDate': None, 'ReturnStatusCode': '', 'ReturnLocationCode': '', 'ActionAuthorityCode': '', 'PlacementCode': '', 'ResultCode': '', 'SuspensionTagCode': ''}], 'ShortDescription': '', 'StaffReferral': 151, 'ReferredByOther': '', 'SequenceNumber': 1, 'IncidentDate': '2023-04-21T00:00:00', 'IncidentID': 23380, 'ExactTime': None, 'ApproximateTimeCode': '', 'SchoolOfIncidentCode': 16, 'LocationCode': '', 'PossibleMotivationCode': '', 'WeaponTypeCode': '', 'Demerits': 0.0, 'Initials': 'JP', 'InstructionalSupportIndicator': '', 'Comment': 'Davis used inappropriate language in class.', 'IsSubstituteTeacherReferral': False, 'ViolationCode1': '00', 'ViolationCode2': '', 'ViolationCode3': '', 'ViolationCode4': '', 'ViolationCode5': '', 'PreReferralInterventionCode1': '', 'PreReferralInterventionCode2': '', 'PreReferralInterventionCode3': '', 'UserCode1': '', 'UserCode2': '', 'UserCode3': '', 'UserCode4': '', 'UserCode5': '', 'UserCode6': '', 'UserCode7': '', 'UserCode8': ''}]",2023-2024,2026-02-22T00:21:00.654267
43400,"[{'AdministrativeDecisions': [{'StudentID': 43400, 'AssignedDays': 0.0, 'AssignedHours': 0.0, 'AssignedStartDate': None, 'AssignedEndDate': None, 'AssignedReturnDate': None, 'ReasonForDifferenceCode': '', 'DisciplinaryAssignmentSchoolCode': 0, 'ActionDecisionDate': None, 'SequenceNumber': 1, 'DispositionCode': 'WAR', 'Days': 0.0, 'Hours': 0.0, 'StartDate': None, 'EndDate': None, 'ReturnDate': None, 'ReturnStatusCode': '', 'ReturnLocationCode': '', 'ActionAuthorityCode': '10', 'PlacementCode': '', 'ResultCode': '', 'SuspensionTagCode': ''}], 'ShortDescription': '', 'StaffReferral': 2324, 'ReferredByOther': '', 'SequenceNumber': 7, 'IncidentDate': '2023-08-29T00:00:00', 'IncidentID': 23740, 'ExactTime': None, 'ApproximateTimeCode': '', 'SchoolOfIncidentCode': 16, 'LocationCode': '', 'PossibleMotivationCode': '', 'WeaponTypeCode': '', 'Demerits': 0.0, 'Initials': 'JP', 'InstructionalSupportIndicator': '', 'Comment': 'Nate was using his phone during lunch and it was confiscated by Mrs. Dinday. \r\nHe is aware of 1st warning.', 'IsSubstituteTeacherReferral': False, 'ViolationCode1': '30', 'ViolationCode2': '', 'ViolationCode3': '', 'ViolationCode4': '', 'ViolationCode5': '', 'PreReferralInterventionCode1': '', 'PreReferralInterventionCode2': '', 'PreReferralInterventionCode3': '', 'UserCode1': '', 'UserCode2': '', 'UserCode3': '', 'UserCode4': '', 'UserCode5': '', 'UserCode6': '', 'UserCode7': '', 'UserCode8': ''}, {'AdministrativeDecisions': [{'StudentID': 43400, 'AssignedDays': 0.0, 'AssignedHours': 0.0, 'AssignedStartDate': None, 'AssignedEndDate': None, 'AssignedReturnDate': None, 'ReasonForDifferenceCode': '', 'DisciplinaryAssignmentSchoolCode': 0, 'ActionDecisionDate': None, 'SequenceNumber': 1, 'DispositionCode': 'WAR', 'Days': 0.0, 'Hours': 0.0, 'StartDate': None, 'EndDate': None, 'ReturnDate': None, 'ReturnStatusCode': '', 'ReturnLocationCode': '', 'ActionAuthorityCode': '', 'PlacementCode': '', 'ResultCode': '', 'SuspensionTagCode': ''}, {'StudentID': 43400, 'AssignedDays': 0.0, 'AssignedHours': 0.0, 'AssignedStartDate': None, 'AssignedEndDate': None, 'AssignedReturnDate': None, 'ReasonForDifferenceCode': '', 'DisciplinaryAssignmentSchoolCode': 0, 'ActionDecisionDate': None, 'SequenceNumber': 2, 'DispositionCode': 'PN', 'Days': 0.0, 'Hours': 0.0, 'StartDate': None, 'EndDate': None, 'ReturnDate': None, 'ReturnStatusCode': '', 'ReturnLocationCode': '', 'ActionAuthorityCode': '', 'PlacementCode': '', 'ResultCode': '', 'SuspensionTagCode': ''}], 'ShortDescription': '', 'StaffReferral': 0, 'ReferredByOther': '', 'SequenceNumber': 5, 'IncidentDate': '2023-04-02T09:06:06.647', 'IncidentID': 0, 'ExactTime': None, 'ApproximateTimeCode': '', 'SchoolOfIncidentCode': 16, 'LocationCode': '', 'PossibleMotivationCode': '', 'WeaponTypeCode': '', 'Demerits': 0.0, 'Initials': '', 'InstructionalSupportIndicator': '', 'Comment': '', 'IsSubstituteTeacherReferral': False, 'ViolationCode1': '', 'ViolationCode2': '', 'ViolationCode3': '', 'ViolationCode4': '', 'ViolationCode5': '', 'PreReferralInterventionCode1': '', 'PreReferralInterventionCode2': '', 'PreReferralInterventionCode3': '', 'UserCode1': '', 'UserCode2': '', 'UserCode3': '', 'UserCode4': '', 'UserCode5': '', 'UserCode6': '', 'UserCode7': '', 'UserCode8': ''}, {'AdministrativeDecisions': [{'StudentID': 43400, 'AssignedDays': 0.0, 'AssignedHours': 0.0, 'AssignedStartDate': None, 'AssignedEndDate': None, 'AssignedReturnDate': None, 'ReasonForDifferenceCode': '', 'DisciplinaryAssignmentSchoolCode': 0, 'ActionDecisionDate': None, 'SequenceNumber': 1, 'DispositionCode': 'DET-4', 'Days': 0.0, 'Hours': 0.0, 'StartDate': None, 'EndDate': None, 'ReturnDate': None, 'ReturnStatusCode': '', 'ReturnLocationCode': '', 'ActionAuthorityCode': '', 'PlacementCode': '', 'ResultCode': '', 'SuspensionTagCode': ''}], 'ShortDescription': '', 'StaffReferral': 221, 'ReferredByOther': '', 'SequenceNumber': 6, 'IncidentDate': '2023-03-30T00:00:00', 'IncidentID': 23284, 'ExactTime': None, 'ApproximateTimeCode': '', 'SchoolOfIncidentCode': 16, 'LocationCode': '', 'PossibleMotivationCode': '', 'WeaponTypeCode': '', 'Demerits': 0.0, 'Initials': 'JP', 'InstructionalSupportIndicator': '', 'Comment': 'Excessive talking, not on task in class and disruptive (3 strikes in class)', 'IsSubstituteTeacherReferral': False, 'ViolationCode1': '00', 'ViolationCode2': '', 'ViolationCode3': '', 'ViolationCode4': '', 'ViolationCode5': '', 'PreReferralInterventionCode1': '', 'PreReferralInterventionCode2': '', 'PreReferralInterventionCode3': '', 'UserCode1': '', 'UserCode2': '', 'UserCode3': '', 'UserCode4': '', 'UserCode5': '', 'UserCode6': '', 'UserCode7': '', 'UserCode8': ''}, {'AdministrativeDecisions': [{'StudentID': 43400, 'AssignedDays': 0.0, 'AssignedHours': 0.0, 'AssignedStartDate': None, 'AssignedEndDate': None, 'AssignedReturnDate': None, 'ReasonForDifferenceCode': '', 'DisciplinaryAssignmentSchoolCode': 0, 'ActionDecisionDate': None, 'SequenceNumber': 1, 'DispositionCode': 'DET-4', 'Days': 0.0, 'Hours': 0.0, 'StartDate': '2023-03-06T00:00:00', 'EndDate': None, 'ReturnDate': None, 'ReturnStatusCode': '', 'ReturnLocationCode': '', 'ActionAuthorityCode': '10', 'PlacementCode': '', 'ResultCode': '', 'SuspensionTagCode': ''}], 'ShortDescription': '', 'StaffReferral': 6864571, 'ReferredByOther': '', 'SequenceNumber': 4, 'IncidentDate': '2023-03-06T00:00:00', 'IncidentID': 23163, 'ExactTime': None, 'ApproximateTimeCode': '', 'SchoolOfIncidentCode': 16, 'LocationCode': '', 'PossibleMotivationCode': '', 'WeaponTypeCode': '', 'Demerits': 0.0, 'Initials': 'JP', 'InstructionalSupportIndicator': '', 'Comment': 'Drawing an inappropriate male body part on a post-it and placing it on the table in front of the classroom', 'IsSubstituteTeacherReferral': False, 'ViolationCode1': '67', 'ViolationCode2': '', 'ViolationCode3': '', 'ViolationCode4': '', 'ViolationCode5': '', 'PreReferralInterventionCode1': '', 'PreReferralInterventionCode2': '', 'PreReferralInterventionCode3': '', 'UserCode1': '', 'UserCode2': '', 'UserCode3': '', 'UserCode4': '', 'UserCode5': '', 'UserCode6': '', 'UserCode7': '', 'UserCode8': ''}, {'AdministrativeDecisions': [{'StudentID': 43400, 'AssignedDays': 0.0, 'AssignedHours': 0.0, 'AssignedStartDate': None, 'AssignedEndDate': None, 'AssignedReturnDate': None, 'ReasonForDifferenceCode': '', 'DisciplinaryAssignmentSchoolCode': 0, 'ActionDecisionDate': None, 'SequenceNumber': 1, 'DispositionCode': 'DET-4', 'Days': 0.0, 'Hours': 0.0, 'StartDate': '2022-05-10T00:00:00', 'EndDate': None, 'ReturnDate': None, 'ReturnStatusCode': '', 'ReturnLocationCode': '', 'ActionAuthorityCode': '10', 'PlacementCode': '', 'ResultCode': '', 'SuspensionTagCode': ''}], 'ShortDescription': '', 'StaffReferral': 258, 'ReferredByOther': '', 'SequenceNumber': 3, 'IncidentDate': '2022-05-10T00:00:00', 'IncidentID': 22510, 'ExactTime': None, 'ApproximateTimeCode': '', 'SchoolOfIncidentCode': 16, 'LocationCode': '', 'PossibleMotivationCode': '', 'WeaponTypeCode': '', 'Demerits': 0.0, 'Initials': 'JP', 'InstructionalSupportIndicator': '', 'Comment': 'Repeatedly making disruptive noises during rehearsal.', 'IsSubstituteTeacherReferral': False, 'ViolationCode1': '00', 'ViolationCode2': '', 'ViolationCode3': '', 'ViolationCode4': '', 'ViolationCode5': '', 'PreReferralInterventionCode1': '', 'PreReferralInterventionCode2': '', 'PreReferralInterventionCode3': '', 'UserCode1': '', 'UserCode2': '', 'UserCode3': '', 'UserCode4': '', 'UserCode5': '', 'UserCode6': '', 'UserCode7': '', 'UserCode8': ''}, {'AdministrativeDecisions': [{'StudentID': 43400, 'AssignedDays': 0.0, 'AssignedHours': 0.0, 'AssignedStartDate': None, 'AssignedEndDate': None, 'AssignedReturnDate': None, 'ReasonForDifferenceCode': '', 'DisciplinaryAssignmentSchoolCode': 0, 'ActionDecisionDate': None, 'SequenceNumber': 1, 'DispositionCode': 'DET-4', 'Days': 0.0, 'Hours': 0.0, 'StartDate': '2022-04-25T00:00:00', 'EndDate': None, 'ReturnDate': None, 'ReturnStatusCode': '', 'ReturnLocationCode': '', 'ActionAuthorityCode': '10', 'PlacementCode': '', 'ResultCode': '', 'SuspensionTagCode': ''}], 'ShortDescription': '', 'StaffReferral': 372, 'ReferredByOther': '', 'SequenceNumber': 2, 'IncidentDate': '2022-04-25T00:00:00', 'IncidentID': 22489, 'ExactTime': None, 'ApproximateTimeCode': '', 'SchoolOfIncidentCode': 16, 'LocationCode': '', 'PossibleMotivationCode': '', 'WeaponTypeCode': '', 'Demerits': 0.0, 'Initials': 'JP', 'InstructionalSupportIndicator': '', 'Comment': 'After several requests for Nate to not disrupt instruction, he left his newly assigned table group to sit with 2 other students.', 'IsSubstituteTeacherReferral': False, 'ViolationCode1': '00', 'ViolationCode2': '', 'ViolationCode3': '', 'ViolationCode4': '', 'ViolationCode5': '', 'PreReferralInterventionCode1': '', 'PreReferralInterventionCode2': '', 'PreReferralInterventionCode3': '', 'UserCode1': '', 'UserCode2': '', 'UserCode3': '', 'UserCode4': '', 'UserCode5': '', 'UserCode6': '', 'UserCode7': '', 'UserCode8': ''}, {'AdministrativeDecisions': [{'StudentID': 43400, 'AssignedDays': 0.0, 'AssignedHours': 0.0, 'AssignedStartDate': None, 'AssignedEndDate': None, 'AssignedReturnDate': None, 'ReasonForDifferenceCode': '', 'DisciplinaryAssignmentSchoolCode': 0, 'ActionDecisionDate': None, 'SequenceNumber': 1, 'DispositionCode': 'COU', 'Days': 0.0, 'Hours': 0.0, 'StartDate': None, 'EndDate': None, 'ReturnDate': None, 'ReturnStatusCode': '', 'ReturnLocationCode': '', 'ActionAuthorityCode': '', 'PlacementCode': '', 'ResultCode': '', 'SuspensionTagCode': ''}, {'StudentID': 43400, 'AssignedDays': 0.0, 'AssignedHours': 0.0, 'AssignedStartDate': None, 'AssignedEndDate': None, 'AssignedReturnDate': None, 'ReasonForDifferenceCode': '', 'DisciplinaryAssignmentSchoolCode': 0, 'ActionDecisionDate': None, 'SequenceNumber': 2, 'DispositionCode': 'WAR', 'Days': 0.0, 'Hours': 0.0, 'StartDate': None, 'EndDate': None, 'ReturnDate': None, 'ReturnStatusCode': '', 'ReturnLocationCode': '', 'ActionAuthorityCode': '', 'PlacementCode': '', 'ResultCode': '', 'SuspensionTagCode': ''}, {'StudentID': 43400, 'AssignedDays': 0.0, 'AssignedHours': 0.0, 'AssignedStartDate': None, 'AssignedEndDate': None, 'AssignedReturnDate': None, 'ReasonForDifferenceCode': '', 'DisciplinaryAssignmentSchoolCode': 0, 'ActionDecisionDate': None, 'SequenceNumber': 3, 'DispositionCode': 'REP', 'Days': 0.0, 'Hours': 0.0, 'StartDate': None, 'EndDate': None, 'ReturnDate': None, 'ReturnStatusCode': '', 'ReturnLocationCode': '', 'ActionAuthorityCode': '', 'PlacementCode': '', 'ResultCode': '', 'SuspensionTagCode': ''}], 'ShortDescription': '', 'StaffReferral': 2506375, 'ReferredByOther': '', 'SequenceNumber': 1, 'IncidentDate': '2022-01-10T00:00:00', 'IncidentID': 22267, 'ExactTime': None, 'ApproximateTimeCode': '', 'SchoolOfIncidentCode': 16, 'LocationCode': '', 'PossibleMotivationCode': '', 'WeaponTypeCode': '', 'Demerits': 0.0, 'Initials': '', 'InstructionalSupportIndicator': '', 'Comment': 'Teased another 6th grader by making up a story about him beating up another student and spreading this story...a story that was completely false.  Conducted a mediation between the students to resolve the matter.  Counseled and warned Nate.', 'IsSubstituteTeacherReferral': False, 'ViolationCode1': '99', 'ViolationCode2': '', 'ViolationCode3': '', 'ViolationCode4': '', 'ViolationCode5': '', 'PreReferralInterventionCode1': '', 'PreReferralInterventionCode2': '', 'PreReferralInterventionCode3': '', 'UserCode1': '', 'UserCode2': '', 'UserCode3': '', 'UserCode4': '', 'UserCode5': '', 'UserCode6': '', 'UserCode7': '', 'UserCode8': ''}]",2023-2024,2026-02-22T00:21:00.654267
