ExtendedProperties,StudentID,ProgramCode,ProgramDescription,EligibilityStartDate,EligibilityEndDate,ParticipationStartDate,ParticipationEndDate,AcademicYear,ExtractedAt
[],42427,181,NSLP Free Meal Program,2012-08-28T00:00:00,2015-06-11T00:00:00,2012-10-23T00:00:00,,2021-2022,2026-02-22T00:12:11.319980
[],42427,181,NSLP Free Meal Program,2017-08-24T00:00:00,2018-06-14T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42427,181,NSLP Free Meal Program,2018-08-23T00:00:00,2019-06-13T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42427,181,NSLP Free Meal Program,2019-08-22T00:00:00,2020-06-11T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42427,181,NSLP Free Meal Program,2020-08-24T00:00:00,2021-06-10T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42427,181,NSLP Free Meal Program,2021-08-19T00:00:00,2022-06-09T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
"[{'Name': 'DwellingTypeCode', 'Value': '120'}, {'Name': 'DwellingTypeCodeDescription', 'Value': 'Temporarily Doubled Up'}, {'Name': 'RunawayIndicator', 'Value': 'N'}, {'Name': 'UnaccompaniedYouthIndicator', 'Value': 'N'}]",42427,191,Homeless Program,2017-08-24T00:00:00,2018-06-14T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42427,122,NCLB Title I Part A Basic Targeted,,,2017-10-04T00:00:00,2018-06-08T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42427,122,NCLB Title I Part A Basic Targeted,,,2018-09-24T00:00:00,2019-01-25T00:00:00,2021-2022,2026-02-22T00:12:11.319980
"[{'Name': 'DwellingTypeCode', 'Value': '120'}, {'Name': 'DwellingTypeCodeDescription', 'Value': 'Temporarily Doubled Up'}, {'Name': 'RunawayIndicator', 'Value': 'N'}, {'Name': 'UnaccompaniedYouthIndicator', 'Value': 'N'}]",42427,191,Homeless Program,2019-08-22T00:00:00,2020-06-11T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
"[{'Name': 'DwellingTypeCode', 'Value': '120'}, {'Name': 'DwellingTypeCodeDescription', 'Value': 'Temporarily Doubled Up'}, {'Name': 'RunawayIndicator', 'Value': 'N'}, {'Name': 'UnaccompaniedYouthIndicator', 'Value': 'N'}]",42427,191,Homeless Program,2020-08-24T00:00:00,2021-06-10T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
"[{'Name': 'DwellingTypeCode', 'Value': '120'}, {'Name': 'DwellingTypeCodeDescription', 'Value': 'Temporarily Doubled Up'}, {'Name': 'RunawayIndicator', 'Value': 'N'}, {'Name': 'UnaccompaniedYouthIndicator', 'Value': 'N'}]",42427,191,Homeless Program,2021-08-19T00:00:00,,,,2021-2022,2026-02-22T00:12:11.319980
[],42449,122,NCLB Title I Part A Basic Targeted,,,2017-10-04T00:00:00,2017-11-17T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42450,122,NCLB Title I Part A Basic Targeted,,,2016-11-29T00:00:00,2017-01-27T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42450,122,NCLB Title I Part A Basic Targeted,,,2018-04-23T00:00:00,2018-06-08T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42464,122,NCLB Title I Part A Basic Targeted,,,2018-11-26T00:00:00,2019-01-25T00:00:00,2021-2022,2026-02-22T00:12:11.319980
"[{'Name': 'DisabilityCode', 'Value': '290'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Specific Learning Disability (SLD)'}, {'Name': 'DisabilityCode2', 'Value': '200'}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '2015-02-09T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': '10'}]",42622,144,Special Education,2015-04-09T00:00:00,,,,2021-2022,2026-02-22T00:12:11.319980
[],42622,181,NSLP Free Meal Program,2012-10-02T00:00:00,2015-06-11T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42622,181,NSLP Free Meal Program,2015-08-20T00:00:00,2016-06-09T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42622,181,NSLP Free Meal Program,2016-08-18T00:00:00,2017-06-08T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42622,181,NSLP Free Meal Program,2017-09-18T00:00:00,2018-06-14T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42622,181,NSLP Free Meal Program,2018-08-23T00:00:00,2019-06-13T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42622,182,NSLP Reduced-Price Meal Program,2019-09-04T00:00:00,2020-06-11T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42622,181,NSLP Free Meal Program,2020-08-24T00:00:00,2021-06-10T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42622,181,NSLP Free Meal Program,2021-08-19T00:00:00,2021-08-20T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42680,122,NCLB Title I Part A Basic Targeted,,,2016-10-03T00:00:00,2016-11-18T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42680,122,NCLB Title I Part A Basic Targeted,2021-10-04T00:00:00,2022-06-08T00:00:00,2021-10-04T00:00:00,2022-06-08T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42699,122,NCLB Title I Part A Basic Targeted,,,2018-11-26T00:00:00,2019-01-25T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42701,101,504 Accommodation Plan,2021-11-11T00:00:00,,2021-11-11T00:00:00,,2021-2022,2026-02-22T00:12:11.319980
"[{'Name': 'DisabilityCode', 'Value': '290'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Specific Learning Disability (SLD)'}, {'Name': 'DisabilityCode2', 'Value': '240'}, {'Name': 'DisabilityCode2Description', 'Value': 'Speech or Language Impairment (SLI)'}, {'Name': 'ParentalConsentDate', 'Value': '2012-11-06T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': '10'}]",42701,144,Special Education,2013-01-18T00:00:00,2016-05-27T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42796,181,NSLP Free Meal Program,2015-08-25T00:00:00,2016-06-09T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42796,181,NSLP Free Meal Program,2016-08-18T00:00:00,2017-06-08T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42796,181,NSLP Free Meal Program,2017-08-24T00:00:00,2018-06-14T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42796,181,NSLP Free Meal Program,2018-08-23T00:00:00,2019-06-13T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42796,181,NSLP Free Meal Program,2020-08-24T00:00:00,2021-06-10T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42796,181,NSLP Free Meal Program,2021-08-19T00:00:00,2022-06-09T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42814,122,NCLB Title I Part A Basic Targeted,,,2016-10-03T00:00:00,2016-11-18T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42814,122,NCLB Title I Part A Basic Targeted,,,2017-10-04T00:00:00,2017-11-17T00:00:00,2021-2022,2026-02-22T00:12:11.319980
"[{'Name': 'DisabilityCode', 'Value': '240'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Speech or Language Impairment (SLI)'}, {'Name': 'DisabilityCode2', 'Value': '200'}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '0001-01-01T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ' '}]",42817,144,Special Education,2016-01-25T00:00:00,2016-11-15T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42818,122,NCLB Title I Part A Basic Targeted,,,2016-10-03T00:00:00,2016-11-18T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42818,122,NCLB Title I Part A Basic Targeted,,,2017-10-04T00:00:00,2017-11-17T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42818,122,NCLB Title I Part A Basic Targeted,,,2018-09-24T00:00:00,2019-11-09T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42818,122,NCLB Title I Part A Basic Targeted,,,2018-09-24T00:00:00,2019-11-09T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42819,185,Transitional Kindergarten (NO LONGER IN USE),,,2013-08-22T00:00:00,2014-06-12T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42819,122,NCLB Title I Part A Basic Targeted,,,2016-11-29T00:00:00,2017-01-27T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42830,122,NCLB Title I Part A Basic Targeted,,,2015-09-18T00:00:00,2016-06-09T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42830,122,NCLB Title I Part A Basic Targeted,,,2018-02-12T00:00:00,2018-06-08T00:00:00,2021-2022,2026-02-22T00:12:11.319980
"[{'Name': 'DisabilityCode', 'Value': '290'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Specific Learning Disability (SLD)'}, {'Name': 'DisabilityCode2', 'Value': '240'}, {'Name': 'DisabilityCode2Description', 'Value': 'Speech or Language Impairment (SLI)'}, {'Name': 'ParentalConsentDate', 'Value': '2015-10-20T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",42848,144,Special Education,2015-12-17T00:00:00,,,,2021-2022,2026-02-22T00:12:11.319980
"[{'Name': 'DisabilityCode', 'Value': '290'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Specific Learning Disability (SLD)'}, {'Name': 'DisabilityCode2', 'Value': '200'}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '2014-12-08T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': '10'}]",42849,144,Special Education,2015-02-23T00:00:00,,,,2021-2022,2026-02-22T00:12:11.319980
[],42849,122,NCLB Title I Part A Basic Targeted,2021-10-04T00:00:00,2022-06-08T00:00:00,2021-10-04T00:00:00,2022-06-08T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42850,122,NCLB Title I Part A Basic Targeted,,,2015-09-18T00:00:00,2016-06-09T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42850,122,NCLB Title I Part A Basic Targeted,,,2016-10-03T00:00:00,2016-11-18T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42850,122,NCLB Title I Part A Basic Targeted,,,2017-10-04T00:00:00,2018-04-06T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42851,127,Gifted and Talented Education (GATE),2017-08-24T00:00:00,,2017-08-24T00:00:00,,2021-2022,2026-02-22T00:12:11.319980
[],42851,101,504 Accommodation Plan,2021-10-05T00:00:00,,2021-10-05T00:00:00,,2021-2022,2026-02-22T00:12:11.319980
"[{'Name': 'DisabilityCode', 'Value': '240'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Speech or Language Impairment (SLI)'}, {'Name': 'DisabilityCode2', 'Value': '200'}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '2012-02-27T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': '10'}]",42851,144,Special Education,2012-04-16T00:00:00,2015-03-09T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42853,122,NCLB Title I Part A Basic Targeted,,,2018-02-12T00:00:00,2018-04-06T00:00:00,2021-2022,2026-02-22T00:12:11.319980
"[{'Name': 'DisabilityCode', 'Value': '240'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Speech or Language Impairment (SLI)'}, {'Name': 'DisabilityCode2', 'Value': ''}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '0001-01-01T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",42861,144,Special Education,2014-04-04T00:00:00,2014-10-15T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42862,127,Gifted and Talented Education (GATE),2017-08-24T00:00:00,,2017-08-24T00:00:00,,2021-2022,2026-02-22T00:12:11.319980
"[{'Name': 'DisabilityCode', 'Value': '290'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Specific Learning Disability (SLD)'}, {'Name': 'DisabilityCode2', 'Value': '200'}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '0001-01-01T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",42865,144,Special Education,2011-05-06T00:00:00,,,,2021-2022,2026-02-22T00:12:11.319980
[],42865,181,NSLP Free Meal Program,2013-09-09T00:00:00,2015-06-11T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42865,181,NSLP Free Meal Program,2015-08-20T00:00:00,2016-06-09T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42865,182,NSLP Reduced-Price Meal Program,2016-09-23T00:00:00,2017-06-08T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42865,181,NSLP Free Meal Program,2017-08-24T00:00:00,2018-06-14T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42865,181,NSLP Free Meal Program,2018-08-23T00:00:00,2019-06-13T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42865,181,NSLP Free Meal Program,2019-09-02T00:00:00,2020-06-11T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42865,181,NSLP Free Meal Program,2020-08-24T00:00:00,2021-06-10T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42865,181,NSLP Free Meal Program,2021-08-19T00:00:00,2022-06-09T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
"[{'Name': 'DwellingTypeCode', 'Value': '120'}, {'Name': 'DwellingTypeCodeDescription', 'Value': 'Temporarily Doubled Up'}, {'Name': 'RunawayIndicator', 'Value': 'N'}, {'Name': 'UnaccompaniedYouthIndicator', 'Value': 'N'}]",42865,191,Homeless Program,,,2014-08-21T00:00:00,2015-06-11T00:00:00,2021-2022,2026-02-22T00:12:11.319980
"[{'Name': 'DwellingTypeCode', 'Value': '120'}, {'Name': 'DwellingTypeCodeDescription', 'Value': 'Temporarily Doubled Up'}, {'Name': 'RunawayIndicator', 'Value': 'N'}, {'Name': 'UnaccompaniedYouthIndicator', 'Value': 'N'}]",42865,191,Homeless Program,,,2015-08-20T00:00:00,2016-06-09T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42865,122,NCLB Title I Part A Basic Targeted,,,2015-09-14T00:00:00,2015-11-02T00:00:00,2021-2022,2026-02-22T00:12:11.319980
"[{'Name': 'DwellingTypeCode', 'Value': '120'}, {'Name': 'DwellingTypeCodeDescription', 'Value': 'Temporarily Doubled Up'}, {'Name': 'RunawayIndicator', 'Value': 'N'}, {'Name': 'UnaccompaniedYouthIndicator', 'Value': 'N'}]",42865,191,Homeless Program,,,2016-08-18T00:00:00,2017-06-08T00:00:00,2021-2022,2026-02-22T00:12:11.319980
"[{'Name': 'DwellingTypeCode', 'Value': '120'}, {'Name': 'DwellingTypeCodeDescription', 'Value': 'Temporarily Doubled Up'}, {'Name': 'RunawayIndicator', 'Value': 'N'}, {'Name': 'UnaccompaniedYouthIndicator', 'Value': 'N'}]",42865,191,Homeless Program,2017-08-24T00:00:00,2018-06-14T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
"[{'Name': 'DwellingTypeCode', 'Value': '120'}, {'Name': 'DwellingTypeCodeDescription', 'Value': 'Temporarily Doubled Up'}, {'Name': 'RunawayIndicator', 'Value': 'N'}, {'Name': 'UnaccompaniedYouthIndicator', 'Value': 'N'}]",42865,191,Homeless Program,2019-08-22T00:00:00,2020-06-11T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
"[{'Name': 'DwellingTypeCode', 'Value': '120'}, {'Name': 'DwellingTypeCodeDescription', 'Value': 'Temporarily Doubled Up'}, {'Name': 'RunawayIndicator', 'Value': 'N'}, {'Name': 'UnaccompaniedYouthIndicator', 'Value': 'N'}]",42865,191,Homeless Program,2020-08-24T00:00:00,2021-06-10T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
"[{'Name': 'DwellingTypeCode', 'Value': '120'}, {'Name': 'DwellingTypeCodeDescription', 'Value': 'Temporarily Doubled Up'}, {'Name': 'RunawayIndicator', 'Value': 'N'}, {'Name': 'UnaccompaniedYouthIndicator', 'Value': 'N'}]",42865,191,Homeless Program,2021-08-19T00:00:00,,,,2021-2022,2026-02-22T00:12:11.319980
[],42874,122,NCLB Title I Part A Basic Targeted,,,2015-09-18T00:00:00,2016-06-09T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42874,122,NCLB Title I Part A Basic Targeted,,,2016-10-03T00:00:00,2017-01-27T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42874,122,NCLB Title I Part A Basic Targeted,,,2017-10-04T00:00:00,2017-11-17T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42874,122,NCLB Title I Part A Basic Targeted,,,2018-09-24T00:00:00,2019-01-25T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42890,185,Transitional Kindergarten (NO LONGER IN USE),,,2013-08-22T00:00:00,2014-06-12T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42891,122,NCLB Title I Part A Basic Targeted,,,2018-11-26T00:00:00,2019-01-25T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42898,127,Gifted and Talented Education (GATE),2017-08-24T00:00:00,,2017-08-24T00:00:00,,2021-2022,2026-02-22T00:12:11.319980
[],42898,101,504 Accommodation Plan,2021-08-17T00:00:00,,2021-08-17T00:00:00,,2021-2022,2026-02-22T00:12:11.319980
"[{'Name': 'DisabilityCode', 'Value': '240'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Speech or Language Impairment (SLI)'}, {'Name': 'DisabilityCode2', 'Value': '290'}, {'Name': 'DisabilityCode2Description', 'Value': 'Specific Learning Disability (SLD)'}, {'Name': 'ParentalConsentDate', 'Value': '2010-08-23T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': '10'}]",42942,144,Special Education,2010-10-19T00:00:00,,,,2021-2022,2026-02-22T00:12:11.319980
[],42942,181,NSLP Free Meal Program,2013-08-22T00:00:00,2015-06-11T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42942,181,NSLP Free Meal Program,2015-08-20T00:00:00,2016-06-09T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42942,181,NSLP Free Meal Program,2016-08-18T00:00:00,2017-06-08T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42942,181,NSLP Free Meal Program,2017-08-24T00:00:00,2018-06-14T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42942,181,NSLP Free Meal Program,2018-08-23T00:00:00,2019-06-13T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42942,181,NSLP Free Meal Program,2019-09-25T00:00:00,2020-06-11T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42942,181,NSLP Free Meal Program,2020-08-24T00:00:00,2021-06-10T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42942,181,NSLP Free Meal Program,2021-08-19T00:00:00,2022-06-09T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42942,122,NCLB Title I Part A Basic Targeted,2021-10-04T00:00:00,2022-06-08T00:00:00,2021-10-04T00:00:00,2022-06-08T00:00:00,2021-2022,2026-02-22T00:12:11.319980
"[{'Name': 'DisabilityCode', 'Value': '290'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Specific Learning Disability (SLD)'}, {'Name': 'DisabilityCode2', 'Value': '200'}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '0001-01-01T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",42950,144,Special Education,2016-06-08T00:00:00,,,,2021-2022,2026-02-22T00:12:11.319980
[],42950,122,NCLB Title I Part A Basic Targeted,,,2015-09-18T00:00:00,2016-06-09T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42950,122,NCLB Title I Part A Basic Targeted,2021-10-04T00:00:00,2022-06-08T00:00:00,2021-10-04T00:00:00,2022-06-08T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],43074,127,Gifted and Talented Education (GATE),2017-08-24T00:00:00,,2017-08-24T00:00:00,,2021-2022,2026-02-22T00:12:11.319980
[],43083,122,NCLB Title I Part A Basic Targeted,,,2016-11-29T00:00:00,2017-01-27T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],43083,122,NCLB Title I Part A Basic Targeted,,,2016-11-29T00:00:00,2017-01-27T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],43083,122,NCLB Title I Part A Basic Targeted,,,2018-09-24T00:00:00,2019-11-09T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],43089,122,NCLB Title I Part A Basic Targeted,,,2018-04-23T00:00:00,2018-06-08T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],43105,181,NSLP Free Meal Program,2017-08-24T00:00:00,2018-06-14T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],43105,181,NSLP Free Meal Program,2018-08-23T00:00:00,2019-06-13T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],43105,181,NSLP Free Meal Program,2019-10-14T00:00:00,2020-06-11T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],43105,181,NSLP Free Meal Program,2020-08-24T00:00:00,2021-06-10T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],43105,181,NSLP Free Meal Program,2021-08-19T00:00:00,2022-06-09T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
"[{'Name': 'DisabilityCode', 'Value': '240'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Speech or Language Impairment (SLI)'}, {'Name': 'DisabilityCode2', 'Value': '200'}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '2015-03-06T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ' '}]",43420,144,Special Education,2015-05-01T00:00:00,2017-05-30T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],43420,122,NCLB Title I Part A Basic Targeted,,,2018-04-23T00:00:00,2018-06-08T00:00:00,2021-2022,2026-02-22T00:12:11.319980
"[{'Name': 'DisabilityCode', 'Value': '290'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Specific Learning Disability (SLD)'}, {'Name': 'DisabilityCode2', 'Value': '200'}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '2015-02-24T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': '10'}]",43507,144,Special Education,2015-04-23T00:00:00,,,,2021-2022,2026-02-22T00:12:11.319980
[],43507,122,NCLB Title I Part A Basic Targeted,2021-10-04T00:00:00,2022-06-08T00:00:00,2021-10-04T00:00:00,2022-06-08T00:00:00,2021-2022,2026-02-22T00:12:11.319980
[],42263,192,Armed Forces Family Member,,,2016-08-18T00:00:00,2017-06-08T00:00:00,2021-2022,2026-02-22T00:12:11.319980
"[{'Name': 'DisabilityCode', 'Value': '290'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Specific Learning Disability (SLD)'}, {'Name': 'DisabilityCode2', 'Value': '200'}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '0001-01-01T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",42285,144,Special Education,2017-03-01T00:00:00,,,,2021-2022,2026-02-22T00:12:11.319980
[],42285,181,NSLP Free Meal Program,2012-08-29T00:00:00,2015-06-11T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42285,181,NSLP Free Meal Program,2015-08-25T00:00:00,2016-06-09T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42285,182,NSLP Reduced-Price Meal Program,2016-08-22T00:00:00,2017-06-08T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42285,182,NSLP Reduced-Price Meal Program,2017-08-25T00:00:00,2018-06-14T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42285,182,NSLP Reduced-Price Meal Program,2018-08-23T00:00:00,2019-06-13T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
[],42285,182,NSLP Reduced-Price Meal Program,2019-08-22T00:00:00,2020-06-11T00:00:00,,,2021-2022,2026-02-22T00:12:11.319980
"[{'Name': 'DwellingTypeCode', 'Value': '120'}, {'Name': 'DwellingTypeCodeDescription', 'Value': 'Temporarily Doubled Up'}, {'Name': 'RunawayIndicator', 'Value': 'N'}, {'Name': 'UnaccompaniedYouthIndicator', 'Value': 'N'}]",42285,191,Homeless Program,,,2014-08-21T00:00:00,2015-06-11T00:00:00,2021-2022,2026-02-22T00:12:11.319980
"[{'Name': 'DwellingTypeCode', 'Value': '120'}, {'Name': 'DwellingTypeCodeDescription', 'Value': 'Temporarily Doubled Up'}, {'Name': 'RunawayIndicator', 'Value': 'N'}, {'Name': 'UnaccompaniedYouthIndicator', 'Value': 'N'}]",42285,191,Homeless Program,,,2015-08-20T00:00:00,2016-06-09T00:00:00,2021-2022,2026-02-22T00:12:11.319980
