ExtendedProperties,StudentID,ProgramCode,ProgramDescription,EligibilityStartDate,EligibilityEndDate,ParticipationStartDate,ParticipationEndDate,AcademicYear,ExtractedAt
[],44017,181,NSLP Free Meal Program,2023-08-02T00:00:00,2024-06-13T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44017,181,NSLP Free Meal Program,2024-08-11T00:00:00,,,,2025-2026,2026-02-22T00:23:38.893767
"[{'Name': 'DwellingTypeCode', 'Value': '120'}, {'Name': 'DwellingTypeCodeDescription', 'Value': 'Temporarily Doubled Up'}, {'Name': 'RunawayIndicator', 'Value': 'N'}, {'Name': 'UnaccompaniedYouthIndicator', 'Value': 'N'}]",44017,191,Homeless Program,,,2016-08-18T00:00:00,2017-06-08T00:00:00,2025-2026,2026-02-22T00:23:38.893767
"[{'Name': 'DwellingTypeCode', 'Value': '120'}, {'Name': 'DwellingTypeCodeDescription', 'Value': 'Temporarily Doubled Up'}, {'Name': 'RunawayIndicator', 'Value': 'N'}, {'Name': 'UnaccompaniedYouthIndicator', 'Value': 'N'}]",44017,191,Homeless Program,2018-08-23T00:00:00,2019-08-22T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44017,122,NCLB Title I Part A Basic Targeted,,,2019-01-01T00:00:00,2019-06-13T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44017,122,NCLB Title I Part A Basic Targeted,,,2019-09-15T00:00:00,2020-06-11T00:00:00,2025-2026,2026-02-22T00:23:38.893767
"[{'Name': 'DwellingTypeCode', 'Value': ''}, {'Name': 'DwellingTypeCodeDescription', 'Value': ''}, {'Name': 'RunawayIndicator', 'Value': ''}, {'Name': 'UnaccompaniedYouthIndicator', 'Value': ''}]",44017,191,Homeless Program,2020-08-24T00:00:00,2021-06-10T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44017,305,LIP - Structured English Immersion Program or other predominantly English Language Instructional Models,2019-08-23T00:00:00,2026-01-26T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
"[{'Name': 'DwellingTypeCode', 'Value': '120'}, {'Name': 'DwellingTypeCodeDescription', 'Value': 'Temporarily Doubled Up'}, {'Name': 'RunawayIndicator', 'Value': 'N'}, {'Name': 'UnaccompaniedYouthIndicator', 'Value': 'N'}]",44017,191,Homeless Program,2021-08-19T00:00:00,2022-06-09T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44063,185,Transitional Kindergarten (NO LONGER IN USE),,,2016-08-18T00:00:00,2017-06-08T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44088,181,NSLP Free Meal Program,2017-08-24T00:00:00,2018-06-14T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44088,181,NSLP Free Meal Program,2018-08-23T00:00:00,2019-06-13T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44088,182,NSLP Reduced-Price Meal Program,2019-10-08T00:00:00,2020-06-11T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44088,181,NSLP Free Meal Program,2022-08-09T00:00:00,2022-08-09T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44088,182,NSLP Reduced-Price Meal Program,2023-08-14T00:00:00,2023-08-14T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44088,182,NSLP Reduced-Price Meal Program,2024-08-02T00:00:00,,,,2025-2026,2026-02-22T00:23:38.893767
[],44088,185,Transitional Kindergarten (NO LONGER IN USE),,,2016-08-18T00:00:00,2017-06-08T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44088,122,NCLB Title I Part A Basic Targeted,2022-03-21T00:00:00,2022-06-02T00:00:00,2022-03-21T00:00:00,2022-06-02T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44090,181,NSLP Free Meal Program,2016-08-18T00:00:00,2017-06-08T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44090,181,NSLP Free Meal Program,2017-08-24T00:00:00,2018-06-14T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44090,181,NSLP Free Meal Program,2018-08-23T00:00:00,2019-06-13T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44090,181,NSLP Free Meal Program,2019-08-22T00:00:00,2020-06-11T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44090,181,NSLP Free Meal Program,2020-08-24T00:00:00,2021-06-10T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44090,181,NSLP Free Meal Program,2021-08-20T00:00:00,2022-06-09T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44090,181,NSLP Free Meal Program,2022-08-18T00:00:00,2023-06-08T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44090,181,NSLP Free Meal Program,2022-08-11T00:00:00,2022-08-11T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44090,181,NSLP Free Meal Program,2023-07-03T00:00:00,2024-06-13T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44090,181,NSLP Free Meal Program,2024-07-02T00:00:00,,,,2025-2026,2026-02-22T00:23:38.893767
[],44090,181,NSLP Free Meal Program,2025-08-04T00:00:00,2026-06-30T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44090,185,Transitional Kindergarten (NO LONGER IN USE),,,2016-08-18T00:00:00,2017-06-08T00:00:00,2025-2026,2026-02-22T00:23:38.893767
"[{'Name': 'DisabilityCode', 'Value': '290'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Specific Learning Disability (SLD)'}, {'Name': 'DisabilityCode2', 'Value': '240'}, {'Name': 'DisabilityCode2Description', 'Value': 'Speech or Language Impairment (SLI)'}, {'Name': 'ParentalConsentDate', 'Value': '0001-01-01T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",44096,144,Special Education,2021-06-02T00:00:00,,,,2025-2026,2026-02-22T00:23:38.893767
[],44096,185,Transitional Kindergarten (NO LONGER IN USE),,,2016-08-18T00:00:00,2017-06-08T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44096,122,NCLB Title I Part A Basic Targeted,,,2019-12-03T00:00:00,2020-03-06T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44098,185,Transitional Kindergarten (NO LONGER IN USE),,,2016-08-18T00:00:00,2017-06-08T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44098,122,NCLB Title I Part A Basic Targeted,,,2019-09-23T00:00:00,2019-11-15T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44100,185,Transitional Kindergarten (NO LONGER IN USE),,,2016-08-18T00:00:00,2017-06-08T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44100,122,NCLB Title I Part A Basic Targeted,2021-09-08T00:00:00,2022-02-17T00:00:00,2021-09-08T00:00:00,2022-02-17T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44152,182,NSLP Reduced-Price Meal Program,2024-08-03T00:00:00,,,,2025-2026,2026-02-22T00:23:38.893767
[],44152,185,Transitional Kindergarten (NO LONGER IN USE),,,2016-08-18T00:00:00,2017-06-08T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44153,185,Transitional Kindergarten (NO LONGER IN USE),,,2016-08-18T00:00:00,2017-06-08T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44178,101,504 Accommodation Plan,2024-03-25T00:00:00,,2024-03-25T00:00:00,,2025-2026,2026-02-22T00:23:38.893767
[],44178,185,Transitional Kindergarten (NO LONGER IN USE),,,2016-08-18T00:00:00,2017-06-08T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44178,122,NCLB Title I Part A Basic Targeted,2022-03-28T00:00:00,2022-06-02T00:00:00,2022-03-28T00:00:00,2022-06-02T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44180,185,Transitional Kindergarten (NO LONGER IN USE),,,2016-08-18T00:00:00,2017-06-08T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44181,185,Transitional Kindergarten (NO LONGER IN USE),,,2016-08-18T00:00:00,2017-06-08T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44324,182,NSLP Reduced-Price Meal Program,2022-08-10T00:00:00,2022-08-10T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44324,181,NSLP Free Meal Program,2023-08-02T00:00:00,2023-08-02T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44324,181,NSLP Free Meal Program,2024-01-15T00:00:00,2024-06-13T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44324,181,NSLP Free Meal Program,2024-07-02T00:00:00,,,,2025-2026,2026-02-22T00:23:38.893767
[],44324,181,NSLP Free Meal Program,2025-08-04T00:00:00,2026-06-30T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44324,122,NCLB Title I Part A Basic Targeted,,,2018-04-23T00:00:00,2018-06-08T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44324,122,NCLB Title I Part A Basic Targeted,,,2019-09-23T00:00:00,2019-11-15T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44324,122,NCLB Title I Part A Basic Targeted,2022-02-01T00:00:00,2022-06-02T00:00:00,2022-02-01T00:00:00,2022-06-02T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44324,122,NCLB Title I Part A Basic Targeted,,,2022-10-10T00:00:00,2023-03-03T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44324,122,NCLB Title I Part A Basic Targeted,,,2023-03-22T00:00:00,2023-05-16T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44331,122,NCLB Title I Part A Basic Targeted,,,2018-02-12T00:00:00,2018-06-08T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44331,122,NCLB Title I Part A Basic Targeted,,,2018-09-24T00:00:00,2019-06-07T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44331,122,NCLB Title I Part A Basic Targeted,2022-03-28T00:00:00,2022-06-02T00:00:00,2022-03-28T00:00:00,2022-06-02T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44331,122,NCLB Title I Part A Basic Targeted,,,2022-10-07T00:00:00,2022-12-09T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44331,122,NCLB Title I Part A Basic Targeted,,,2023-03-22T00:00:00,2023-05-16T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44336,101,504 Accommodation Plan,2023-12-14T00:00:00,,2023-12-14T00:00:00,,2025-2026,2026-02-22T00:23:38.893767
[],44336,182,NSLP Reduced-Price Meal Program,2023-08-16T00:00:00,2023-08-16T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44336,122,NCLB Title I Part A Basic Targeted,,,2017-10-04T00:00:00,2017-11-17T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44340,101,504 Accommodation Plan,2023-08-21T00:00:00,,2023-08-21T00:00:00,,2025-2026,2026-02-22T00:23:38.893767
[],44340,122,NCLB Title I Part A Basic Targeted,2022-01-10T00:00:00,2022-06-02T00:00:00,2022-01-10T00:00:00,2022-06-02T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44341,122,NCLB Title I Part A Basic Targeted,,,2018-09-24T00:00:00,2019-06-07T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44341,122,NCLB Title I Part A Basic Targeted,,,2020-02-01T00:00:00,2020-06-05T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44341,122,NCLB Title I Part A Basic Targeted,2022-03-28T00:00:00,2022-06-02T00:00:00,2022-03-28T00:00:00,2022-06-02T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44341,122,NCLB Title I Part A Basic Targeted,,,2022-10-07T00:00:00,2022-12-09T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44341,122,NCLB Title I Part A Basic Targeted,,,2023-03-22T00:00:00,2023-05-16T00:00:00,2025-2026,2026-02-22T00:23:38.893767
"[{'Name': 'DisabilityCode', 'Value': '290'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Specific Learning Disability (SLD)'}, {'Name': 'DisabilityCode2', 'Value': '240'}, {'Name': 'DisabilityCode2Description', 'Value': 'Speech or Language Impairment (SLI)'}, {'Name': 'ParentalConsentDate', 'Value': '0001-01-01T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",44345,144,Special Education,2018-06-05T00:00:00,,,,2025-2026,2026-02-22T00:23:38.893767
[],44345,181,NSLP Free Meal Program,2017-09-01T00:00:00,2018-06-14T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44345,182,NSLP Reduced-Price Meal Program,2018-08-28T00:00:00,2019-06-13T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44345,182,NSLP Reduced-Price Meal Program,2019-08-22T00:00:00,2020-06-11T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44345,181,NSLP Free Meal Program,2020-08-24T00:00:00,2021-06-10T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44345,181,NSLP Free Meal Program,2021-08-19T00:00:00,2022-06-09T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44345,181,NSLP Free Meal Program,2022-08-18T00:00:00,2023-06-08T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44345,181,NSLP Free Meal Program,2022-08-10T00:00:00,2022-08-10T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44345,181,NSLP Free Meal Program,2023-08-01T00:00:00,2023-08-01T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44345,181,NSLP Free Meal Program,2023-07-03T00:00:00,2024-06-13T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44345,181,NSLP Free Meal Program,2024-08-19T00:00:00,,,,2025-2026,2026-02-22T00:23:38.893767
[],44345,181,NSLP Free Meal Program,2025-07-02T00:00:00,2026-06-30T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44345,122,NCLB Title I Part A Basic Targeted,,,2017-11-06T00:00:00,2018-06-14T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44345,305,LIP - Structured English Immersion Program or other predominantly English Language Instructional Models,2019-08-23T00:00:00,2025-11-04T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44346,122,NCLB Title I Part A Basic Targeted,,,2017-12-04T00:00:00,2018-06-08T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44350,122,NCLB Title I Part A Basic Targeted,,,2017-12-04T00:00:00,2018-06-08T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44357,101,504 Accommodation Plan,2023-08-21T00:00:00,,2023-08-21T00:00:00,,2025-2026,2026-02-22T00:23:38.893767
"[{'Name': 'DisabilityCode', 'Value': '280'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Other Health Impairment (OHI)'}, {'Name': 'DisabilityCode2', 'Value': ''}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '0001-01-01T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",44357,144,Special Education,2024-08-26T00:00:00,,,,2025-2026,2026-02-22T00:23:38.893767
[],44360,101,504 Accommodation Plan,2023-08-21T00:00:00,,2023-08-21T00:00:00,,2025-2026,2026-02-22T00:23:38.893767
[],44360,122,NCLB Title I Part A Basic Targeted,2021-10-18T00:00:00,2022-01-05T00:00:00,2021-10-18T00:00:00,2022-01-05T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44360,122,NCLB Title I Part A Basic Targeted,,,2022-10-07T00:00:00,2022-12-09T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44360,122,NCLB Title I Part A Basic Targeted,,,2023-03-22T00:00:00,2023-05-16T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44367,122,NCLB Title I Part A Basic Targeted,,,2017-12-04T00:00:00,2018-04-06T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44367,122,NCLB Title I Part A Basic Targeted,,,2018-11-26T00:00:00,2019-01-25T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44367,122,NCLB Title I Part A Basic Targeted,,,2018-11-26T00:00:00,2019-01-25T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44367,122,NCLB Title I Part A Basic Targeted,2022-01-10T00:00:00,2022-03-04T00:00:00,2022-01-10T00:00:00,2022-03-04T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44373,181,NSLP Free Meal Program,2023-07-03T00:00:00,2024-06-13T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44373,181,NSLP Free Meal Program,2024-07-02T00:00:00,,,,2025-2026,2026-02-22T00:23:38.893767
[],44373,122,NCLB Title I Part A Basic Targeted,,,2018-09-24T00:00:00,2019-06-07T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44373,305,LIP - Structured English Immersion Program or other predominantly English Language Instructional Models,2019-08-23T00:00:00,2023-12-15T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44374,122,NCLB Title I Part A Basic Targeted,,,2018-02-12T00:00:00,2018-04-06T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44374,122,NCLB Title I Part A Basic Targeted,,,2018-09-24T00:00:00,2019-11-09T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44379,122,NCLB Title I Part A Basic Targeted,,,2018-09-01T00:00:00,2019-06-13T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44379,122,NCLB Title I Part A Basic Targeted,,,2019-09-15T00:00:00,2020-06-11T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44379,122,NCLB Title I Part A Basic Targeted,2022-01-24T00:00:00,2022-02-28T00:00:00,2022-01-24T00:00:00,2022-02-28T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44379,122,NCLB Title I Part A Basic Targeted,,,2022-10-07T00:00:00,2022-12-09T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44379,122,NCLB Title I Part A Basic Targeted,,,2023-03-22T00:00:00,2023-05-16T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44379,122,NCLB Title I Part A Basic Targeted,,,2024-04-14T00:00:00,2025-06-12T00:00:00,2025-2026,2026-02-22T00:23:38.893767
"[{'Name': 'DisabilityCode', 'Value': '240'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Speech or Language Impairment (SLI)'}, {'Name': 'DisabilityCode2', 'Value': '200'}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '0001-01-01T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",44384,144,Special Education,2016-03-30T00:00:00,2023-03-10T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44384,122,NCLB Title I Part A Basic Targeted,,,2019-02-04T00:00:00,2019-06-07T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44384,122,NCLB Title I Part A Basic Targeted,,,2019-09-23T00:00:00,2020-06-05T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44384,122,NCLB Title I Part A Basic Targeted,,,2022-10-10T00:00:00,2023-03-03T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44391,122,NCLB Title I Part A Basic Targeted,,,2023-03-22T00:00:00,2023-05-16T00:00:00,2025-2026,2026-02-22T00:23:38.893767
"[{'Name': 'DisabilityCode', 'Value': '280'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Other Health Impairment (OHI)'}, {'Name': 'DisabilityCode2', 'Value': ''}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '0001-01-01T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",44392,144,Special Education,2024-05-15T00:00:00,,,,2025-2026,2026-02-22T00:23:38.893767
[],44392,181,NSLP Free Meal Program,2023-08-01T00:00:00,2023-08-01T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44401,122,NCLB Title I Part A Basic Targeted,,,2019-12-03T00:00:00,2020-01-24T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44401,122,NCLB Title I Part A Basic Targeted,2022-03-28T00:00:00,2022-06-02T00:00:00,2022-03-28T00:00:00,2022-06-02T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44402,122,NCLB Title I Part A Basic Targeted,,,2018-11-26T00:00:00,2019-01-25T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44403,182,NSLP Reduced-Price Meal Program,2024-08-12T00:00:00,,,,2025-2026,2026-02-22T00:23:38.893767
[],44403,122,NCLB Title I Part A Basic Targeted,,,2022-10-07T00:00:00,2022-12-09T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44454,101,504 Accommodation Plan,2023-08-21T00:00:00,,2023-08-21T00:00:00,,2025-2026,2026-02-22T00:23:38.893767
[],44545,122,NCLB Title I Part A Basic Targeted,,,2017-12-04T00:00:00,2018-06-08T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44545,122,NCLB Title I Part A Basic Targeted,,,2018-09-24T00:00:00,2019-06-07T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44545,122,NCLB Title I Part A Basic Targeted,,,2022-10-10T00:00:00,2023-03-03T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44567,101,504 Accommodation Plan,2024-04-22T00:00:00,2025-05-30T00:00:00,2024-04-22T00:00:00,2025-05-30T00:00:00,2025-2026,2026-02-22T00:23:38.893767
"[{'Name': 'DisabilityCode', 'Value': '260'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Emotional Disability (ED)'}, {'Name': 'DisabilityCode2', 'Value': '240'}, {'Name': 'DisabilityCode2Description', 'Value': 'Speech or Language Impairment (SLI)'}, {'Name': 'ParentalConsentDate', 'Value': '0001-01-01T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",44567,144,Special Education,2015-12-03T00:00:00,,,,2025-2026,2026-02-22T00:23:38.893767
[],44567,181,NSLP Free Meal Program,2017-10-04T00:00:00,2018-06-14T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44567,181,NSLP Free Meal Program,2018-08-23T00:00:00,2019-06-13T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44567,181,NSLP Free Meal Program,2019-08-22T00:00:00,2020-06-11T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44567,181,NSLP Free Meal Program,2020-08-24T00:00:00,2021-06-10T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44567,181,NSLP Free Meal Program,2021-08-19T00:00:00,2022-06-09T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44567,181,NSLP Free Meal Program,2022-08-18T00:00:00,2023-06-08T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44567,181,NSLP Free Meal Program,2023-08-16T00:00:00,2023-08-16T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44567,181,NSLP Free Meal Program,2023-07-03T00:00:00,2024-06-13T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44567,181,NSLP Free Meal Program,2024-07-02T00:00:00,,,,2025-2026,2026-02-22T00:23:38.893767
[],44567,181,NSLP Free Meal Program,2025-07-02T00:00:00,2026-06-30T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44567,305,LIP - Structured English Immersion Program or other predominantly English Language Instructional Models,2019-08-23T00:00:00,2022-12-02T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
[],44614,122,NCLB Title I Part A Basic Targeted,,,2019-12-03T00:00:00,2020-06-05T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44614,122,NCLB Title I Part A Basic Targeted,2022-01-10T00:00:00,2022-03-04T00:00:00,2022-01-10T00:00:00,2022-03-04T00:00:00,2025-2026,2026-02-22T00:23:38.893767
"[{'Name': 'DisabilityCode', 'Value': '280'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Other Health Impairment (OHI)'}, {'Name': 'DisabilityCode2', 'Value': '200'}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '0001-01-01T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",44753,144,Special Education,2013-09-03T00:00:00,,,,2025-2026,2026-02-22T00:23:38.893767
[],44925,122,NCLB Title I Part A Basic Targeted,,,2019-12-03T00:00:00,2020-01-24T00:00:00,2025-2026,2026-02-22T00:23:38.893767
[],44925,305,LIP - Structured English Immersion Program or other predominantly English Language Instructional Models,2019-08-23T00:00:00,2021-11-30T00:00:00,,,2025-2026,2026-02-22T00:23:38.893767
