ExtendedProperties,StudentID,ProgramCode,ProgramDescription,EligibilityStartDate,EligibilityEndDate,ParticipationStartDate,ParticipationEndDate,AcademicYear,ExtractedAt
[],45872,182,NSLP Reduced-Price Meal Program,2022-08-11T00:00:00,2022-08-11T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],45872,182,NSLP Reduced-Price Meal Program,2023-08-01T00:00:00,2023-08-01T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43400,101,504 Accommodation Plan,2024-05-10T00:00:00,,2024-05-10T00:00:00,,2023-2024,2026-02-22T00:20:49.056312
"[{'Name': 'DisabilityCode', 'Value': '240'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Speech or Language Impairment (SLI)'}, {'Name': 'DisabilityCode2', 'Value': '200'}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '2014-08-21T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': '10'}]",43400,144,Special Education,2014-04-16T00:00:00,2017-10-06T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43400,185,Transitional Kindergarten (NO LONGER IN USE),,,2014-08-21T00:00:00,2015-06-11T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43401,181,NSLP Free Meal Program,2020-08-24T00:00:00,2021-06-10T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43401,185,Transitional Kindergarten (NO LONGER IN USE),,,2014-08-21T00:00:00,2015-06-11T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43401,122,NCLB Title I Part A Basic Targeted,,,2017-04-17T00:00:00,2017-06-02T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43401,122,NCLB Title I Part A Basic Targeted,,,2019-02-04T00:00:00,2019-03-29T00:00:00,2023-2024,2026-02-22T00:20:49.056312
"[{'Name': 'DisabilityCode', 'Value': '240'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Speech or Language Impairment (SLI)'}, {'Name': 'DisabilityCode2', 'Value': ''}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '0001-01-01T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",43405,144,Special Education,2016-03-15T00:00:00,2019-03-05T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43405,185,Transitional Kindergarten (NO LONGER IN USE),,,2014-08-21T00:00:00,2015-06-11T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43407,185,Transitional Kindergarten (NO LONGER IN USE),,,2014-08-21T00:00:00,2015-06-11T00:00:00,2023-2024,2026-02-22T00:20:49.056312
"[{'Name': 'DisabilityCode', 'Value': '240'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Speech or Language Impairment (SLI)'}, {'Name': 'DisabilityCode2', 'Value': '200'}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '2012-10-29T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': '10'}]",43423,144,Special Education,2012-12-17T00:00:00,,,,2023-2024,2026-02-22T00:20:49.056312
[],43423,185,Transitional Kindergarten (NO LONGER IN USE),,,2014-08-21T00:00:00,2015-06-11T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43423,122,NCLB Title I Part A Basic Targeted,,,2016-10-03T00:00:00,2017-06-02T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43423,122,NCLB Title I Part A Basic Targeted,,,2017-10-04T00:00:00,2018-04-06T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43423,122,NCLB Title I Part A Basic Targeted,,,2019-04-15T00:00:00,2019-06-07T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43532,122,NCLB Title I Part A Basic Targeted,,,2016-10-03T00:00:00,2016-11-18T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43532,122,NCLB Title I Part A Basic Targeted,,,2018-11-26T00:00:00,2019-01-25T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43532,122,NCLB Title I Part A Basic Targeted,,,2021-10-04T00:00:00,2022-03-22T00:00:00,2023-2024,2026-02-22T00:20:49.056312
"[{'Name': 'DisabilityCode', 'Value': '240'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Speech or Language Impairment (SLI)'}, {'Name': 'DisabilityCode2', 'Value': '200'}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '2015-10-23T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",43557,144,Special Education,2015-11-30T00:00:00,2019-12-20T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43557,122,NCLB Title I Part A Basic Targeted,,,2016-10-03T00:00:00,2017-01-27T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43624,122,NCLB Title I Part A Basic Targeted,,,2018-09-24T00:00:00,2019-11-09T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43626,122,NCLB Title I Part A Basic Targeted,,,2016-11-29T00:00:00,2017-03-31T00:00:00,2023-2024,2026-02-22T00:20:49.056312
"[{'Name': 'DisabilityCode', 'Value': '240'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Speech or Language Impairment (SLI)'}, {'Name': 'DisabilityCode2', 'Value': '200'}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '2017-04-19T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",43627,144,Special Education,2017-05-30T00:00:00,2020-09-11T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43627,122,NCLB Title I Part A Basic Targeted,,,2018-04-23T00:00:00,2018-06-08T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43633,122,NCLB Title I Part A Basic Targeted,,,2018-11-26T00:00:00,2019-06-07T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43636,122,NCLB Title I Part A Basic Targeted,,,2020-02-01T00:00:00,2020-03-06T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43638,101,504 Accommodation Plan,2023-01-18T00:00:00,,2023-01-18T00:00:00,,2023-2024,2026-02-22T00:20:49.056312
"[{'Name': 'DisabilityCode', 'Value': '240'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Speech or Language Impairment (SLI)'}, {'Name': 'DisabilityCode2', 'Value': '200'}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '0001-01-01T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",43638,144,Special Education,2017-12-01T00:00:00,2020-11-13T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43638,122,NCLB Title I Part A Basic Targeted,,,2017-04-17T00:00:00,2017-06-02T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43648,101,504 Accommodation Plan,2022-11-14T00:00:00,,2022-11-14T00:00:00,,2023-2024,2026-02-22T00:20:49.056312
[],43650,122,NCLB Title I Part A Basic Targeted,,,2016-11-29T00:00:00,2017-01-27T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43650,122,NCLB Title I Part A Basic Targeted,,,2018-02-12T00:00:00,2018-06-08T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43650,122,NCLB Title I Part A Basic Targeted,,,2019-02-04T00:00:00,2019-03-29T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43650,122,NCLB Title I Part A Basic Targeted,,,2019-12-03T00:00:00,2020-01-24T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43651,101,504 Accommodation Plan,2023-11-30T00:00:00,,2023-11-30T00:00:00,,2023-2024,2026-02-22T00:20:49.056312
[],43651,181,NSLP Free Meal Program,2015-09-02T00:00:00,2016-06-30T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43651,181,NSLP Free Meal Program,2016-08-18T00:00:00,2017-06-08T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43651,181,NSLP Free Meal Program,2017-08-24T00:00:00,2018-06-14T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43651,181,NSLP Free Meal Program,2018-08-23T00:00:00,2019-06-13T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43651,181,NSLP Free Meal Program,2019-08-22T00:00:00,2020-06-11T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43651,181,NSLP Free Meal Program,2020-08-24T00:00:00,2021-06-10T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43651,181,NSLP Free Meal Program,2021-09-02T00:00:00,2022-06-09T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43651,181,NSLP Free Meal Program,2022-08-18T00:00:00,2023-06-08T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43651,181,NSLP Free Meal Program,2023-07-03T00:00:00,2024-06-13T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43656,122,NCLB Title I Part A Basic Targeted,,,2019-02-04T00:00:00,2019-06-07T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43656,122,NCLB Title I Part A Basic Targeted,,,2019-12-03T00:00:00,2020-01-24T00:00:00,2023-2024,2026-02-22T00:20:49.056312
"[{'Name': 'DisabilityCode', 'Value': '240'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Speech or Language Impairment (SLI)'}, {'Name': 'DisabilityCode2', 'Value': '200'}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '0001-01-01T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",43663,144,Special Education,2017-12-06T00:00:00,,,,2023-2024,2026-02-22T00:20:49.056312
[],43663,122,NCLB Title I Part A Basic Targeted,,,2016-11-29T00:00:00,2017-06-02T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43663,122,NCLB Title I Part A Basic Targeted,,,2017-10-04T00:00:00,2017-11-17T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43663,122,NCLB Title I Part A Basic Targeted,2021-10-04T00:00:00,2022-06-08T00:00:00,2021-10-04T00:00:00,2022-06-08T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43663,122,NCLB Title I Part A Basic Targeted,2022-11-16T00:00:00,,2022-11-16T00:00:00,,2023-2024,2026-02-22T00:20:49.056312
"[{'Name': 'DisabilityCode', 'Value': '240'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Speech or Language Impairment (SLI)'}, {'Name': 'DisabilityCode2', 'Value': ''}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '0001-01-01T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",43666,144,Special Education,2018-03-02T00:00:00,2020-10-26T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43666,122,NCLB Title I Part A Basic Targeted,,,2019-09-23T00:00:00,2019-11-15T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43668,122,NCLB Title I Part A Basic Targeted,,,2017-10-04T00:00:00,2017-11-17T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43668,122,NCLB Title I Part A Basic Targeted,,,2019-02-04T00:00:00,2019-03-29T00:00:00,2023-2024,2026-02-22T00:20:49.056312
"[{'Name': 'DisabilityCode', 'Value': '240'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Speech or Language Impairment (SLI)'}, {'Name': 'DisabilityCode2', 'Value': '200'}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '0001-01-01T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",43671,144,Special Education,2016-01-25T00:00:00,,,,2023-2024,2026-02-22T00:20:49.056312
[],43671,181,NSLP Free Meal Program,2023-08-01T00:00:00,2023-08-01T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43671,122,NCLB Title I Part A Basic Targeted,,,2015-09-18T00:00:00,2016-06-09T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43677,NUT,,,,,,2023-2024,2026-02-22T00:20:49.056312
"[{'Name': 'DisabilityCode', 'Value': '240'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Speech or Language Impairment (SLI)'}, {'Name': 'DisabilityCode2', 'Value': ''}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '2014-04-23T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",43678,144,Special Education,2014-08-18T00:00:00,2024-04-22T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43678,182,NSLP Reduced-Price Meal Program,2015-08-25T00:00:00,2016-06-09T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43678,181,NSLP Free Meal Program,2016-09-19T00:00:00,2017-06-08T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43678,181,NSLP Free Meal Program,2017-08-24T00:00:00,2018-06-14T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43678,181,NSLP Free Meal Program,2018-08-23T00:00:00,2019-06-13T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43678,181,NSLP Free Meal Program,2019-08-22T00:00:00,2020-06-11T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43678,181,NSLP Free Meal Program,2020-08-24T00:00:00,2021-06-10T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43678,181,NSLP Free Meal Program,2021-09-02T00:00:00,2022-06-09T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43678,181,NSLP Free Meal Program,2022-08-18T00:00:00,2023-06-08T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43678,181,NSLP Free Meal Program,2023-07-03T00:00:00,2024-06-13T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43678,122,NCLB Title I Part A Basic Targeted,2021-10-04T00:00:00,2022-06-08T00:00:00,2021-10-04T00:00:00,2022-06-08T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43678,122,NCLB Title I Part A Basic Targeted,2022-11-16T00:00:00,,2022-11-16T00:00:00,,2023-2024,2026-02-22T00:20:49.056312
"[{'Name': 'DisabilityCode', 'Value': '240'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Speech or Language Impairment (SLI)'}, {'Name': 'DisabilityCode2', 'Value': '200'}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '2014-05-13T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ' '}]",43700,144,Special Education,2014-08-18T00:00:00,2016-04-04T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43700,122,NCLB Title I Part A Basic Targeted,,,2018-02-12T00:00:00,2018-04-06T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43723,122,NCLB Title I Part A Basic Targeted,,,2018-02-12T00:00:00,2018-04-06T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43729,122,NCLB Title I Part A Basic Targeted,,,2019-04-15T00:00:00,2019-06-07T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43734,122,NCLB Title I Part A Basic Targeted,,,2019-02-04T00:00:00,2019-03-29T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43788,182,NSLP Reduced-Price Meal Program,2023-08-21T00:00:00,2023-08-21T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43791,181,NSLP Free Meal Program,2022-08-09T00:00:00,2022-08-09T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43791,122,NCLB Title I Part A Basic Targeted,,,2020-02-01T00:00:00,2020-03-06T00:00:00,2023-2024,2026-02-22T00:20:49.056312
"[{'Name': 'DisabilityCode', 'Value': '210'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Intellectual Disability (ID)'}, {'Name': 'DisabilityCode2', 'Value': '200'}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '2012-09-05T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",43833,144,Special Education,2012-11-26T00:00:00,,,,2023-2024,2026-02-22T00:20:49.056312
[],43833,181,NSLP Free Meal Program,2015-09-28T00:00:00,2016-06-09T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43833,182,NSLP Reduced-Price Meal Program,2016-08-30T00:00:00,2017-06-08T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43833,181,NSLP Free Meal Program,2017-09-07T00:00:00,2018-06-14T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43833,182,NSLP Reduced-Price Meal Program,2018-12-10T00:00:00,2019-06-13T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43833,181,NSLP Free Meal Program,2022-08-16T00:00:00,2022-08-16T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43833,181,NSLP Free Meal Program,2022-09-09T00:00:00,2022-12-02T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43833,181,NSLP Free Meal Program,2023-08-14T00:00:00,2024-06-13T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43833,122,NCLB Title I Part A Basic Targeted,2022-11-16T00:00:00,,2022-11-16T00:00:00,,2023-2024,2026-02-22T00:20:49.056312
[],43861,122,NCLB Title I Part A Basic Targeted,,,2019-09-23T00:00:00,2019-11-15T00:00:00,2023-2024,2026-02-22T00:20:49.056312
"[{'Name': 'DisabilityCode', 'Value': '280'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Other Health Impairment (OHI)'}, {'Name': 'DisabilityCode2', 'Value': '290'}, {'Name': 'DisabilityCode2Description', 'Value': 'Specific Learning Disability (SLD)'}, {'Name': 'ParentalConsentDate', 'Value': '0001-01-01T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",44536,144,Special Education,2019-09-03T00:00:00,2022-05-17T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],44574,122,NCLB Title I Part A Basic Targeted,,,2017-09-13T00:00:00,2018-06-14T00:00:00,2023-2024,2026-02-22T00:20:49.056312
"[{'Name': 'DisabilityCode', 'Value': '260'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Emotional Disability (ED)'}, {'Name': 'DisabilityCode2', 'Value': '240'}, {'Name': 'DisabilityCode2Description', 'Value': 'Speech or Language Impairment (SLI)'}, {'Name': 'ParentalConsentDate', 'Value': '0001-01-01T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",44929,144,Special Education,2018-11-15T00:00:00,,,,2023-2024,2026-02-22T00:20:49.056312
"[{'Name': 'DisabilityCode', 'Value': '240'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Speech or Language Impairment (SLI)'}, {'Name': 'DisabilityCode2', 'Value': '200'}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '2015-03-04T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': '10'}]",43164,144,Special Education,2015-04-30T00:00:00,,,,2023-2024,2026-02-22T00:20:49.056312
[],43164,122,NCLB Title I Part A Basic Targeted,,,2016-09-01T00:00:00,2017-06-08T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43164,122,NCLB Title I Part A Basic Targeted,,,2017-09-13T00:00:00,2018-06-14T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43181,182,NSLP Reduced-Price Meal Program,2022-08-12T00:00:00,2022-08-12T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43427,181,NSLP Free Meal Program,2017-08-24T00:00:00,2018-06-14T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43427,181,NSLP Free Meal Program,2018-08-23T00:00:00,2019-06-13T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43427,181,NSLP Free Meal Program,2019-08-22T00:00:00,2020-06-11T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43427,181,NSLP Free Meal Program,2020-08-24T00:00:00,2021-06-10T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43427,181,NSLP Free Meal Program,2021-08-19T00:00:00,2022-06-09T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43427,181,NSLP Free Meal Program,2022-08-18T00:00:00,2023-06-08T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43427,181,NSLP Free Meal Program,2023-08-01T00:00:00,2023-08-01T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43427,181,NSLP Free Meal Program,2023-07-03T00:00:00,2024-06-13T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43427,185,Transitional Kindergarten (NO LONGER IN USE),,,2014-08-21T00:00:00,2015-06-11T00:00:00,2023-2024,2026-02-22T00:20:49.056312
"[{'Name': 'DisabilityCode', 'Value': '240'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Speech or Language Impairment (SLI)'}, {'Name': 'DisabilityCode2', 'Value': '200'}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '0001-01-01T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",43436,144,Special Education,2019-04-02T00:00:00,2021-06-07T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43436,185,Transitional Kindergarten (NO LONGER IN USE),,,2014-08-21T00:00:00,2015-06-11T00:00:00,2023-2024,2026-02-22T00:20:49.056312
"[{'Name': 'DisabilityCode', 'Value': '290'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Specific Learning Disability (SLD)'}, {'Name': 'DisabilityCode2', 'Value': '200'}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '0001-01-01T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",43440,144,Special Education,2017-03-01T00:00:00,,,,2023-2024,2026-02-22T00:20:49.056312
[],43440,122,NCLB Title I Part A Basic Targeted,,,2016-10-06T00:00:00,2017-06-08T00:00:00,2023-2024,2026-02-22T00:20:49.056312
"[{'Name': 'DisabilityCode', 'Value': '290'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Specific Learning Disability (SLD)'}, {'Name': 'DisabilityCode2', 'Value': '200'}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '0001-01-01T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",43526,144,Special Education,2017-03-14T00:00:00,2020-02-24T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43526,122,NCLB Title I Part A Basic Targeted,,,2016-09-20T00:00:00,2017-06-08T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43534,181,NSLP Free Meal Program,2023-08-16T00:00:00,2023-08-16T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43534,122,NCLB Title I Part A Basic Targeted,,,2015-09-28T00:00:00,2016-06-09T00:00:00,2023-2024,2026-02-22T00:20:49.056312
"[{'Name': 'DisabilityCode', 'Value': '290'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Specific Learning Disability (SLD)'}, {'Name': 'DisabilityCode2', 'Value': '200'}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '0001-01-01T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",43548,144,Special Education,2017-04-27T00:00:00,,,,2023-2024,2026-02-22T00:20:49.056312
[],43548,181,NSLP Free Meal Program,2016-08-18T00:00:00,2017-06-08T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43548,181,NSLP Free Meal Program,2017-08-24T00:00:00,2018-06-14T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43548,181,NSLP Free Meal Program,2018-08-23T00:00:00,2019-06-13T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43548,181,NSLP Free Meal Program,2019-08-22T00:00:00,2020-06-11T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43548,181,NSLP Free Meal Program,2020-08-24T00:00:00,2021-06-10T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43548,181,NSLP Free Meal Program,2021-08-19T00:00:00,2022-06-09T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43548,181,NSLP Free Meal Program,2022-08-18T00:00:00,2023-06-08T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43548,182,NSLP Reduced-Price Meal Program,2022-08-11T00:00:00,2022-08-11T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
[],43548,181,NSLP Free Meal Program,2023-07-03T00:00:00,2024-06-13T00:00:00,,,2023-2024,2026-02-22T00:20:49.056312
"[{'Name': 'DwellingTypeCode', 'Value': '120'}, {'Name': 'DwellingTypeCodeDescription', 'Value': 'Temporarily Doubled Up'}, {'Name': 'RunawayIndicator', 'Value': 'N'}, {'Name': 'UnaccompaniedYouthIndicator', 'Value': 'N'}]",43548,191,Homeless Program,,,2016-08-18T00:00:00,2017-06-08T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43548,122,NCLB Title I Part A Basic Targeted,,,2016-09-01T00:00:00,2017-06-08T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43548,122,NCLB Title I Part A Basic Targeted,2021-10-04T00:00:00,2022-06-08T00:00:00,2021-10-04T00:00:00,2022-06-08T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43548,122,NCLB Title I Part A Basic Targeted,2022-11-16T00:00:00,,2022-11-16T00:00:00,,2023-2024,2026-02-22T00:20:49.056312
[],43552,122,NCLB Title I Part A Basic Targeted,,,2016-09-01T00:00:00,2017-06-08T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43558,101,504 Accommodation Plan,2023-10-10T00:00:00,,2023-10-10T00:00:00,,2023-2024,2026-02-22T00:20:49.056312
[],43558,122,NCLB Title I Part A Basic Targeted,,,2016-11-15T00:00:00,2017-06-08T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43558,122,NCLB Title I Part A Basic Targeted,,,2017-09-13T00:00:00,2018-06-14T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43558,122,NCLB Title I Part A Basic Targeted,,,2018-09-17T00:00:00,2019-05-23T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43558,122,NCLB Title I Part A Basic Targeted,,,2019-09-16T00:00:00,2019-11-21T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43561,122,NCLB Title I Part A Basic Targeted,,,2017-02-13T00:00:00,2017-06-08T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43561,122,NCLB Title I Part A Basic Targeted,,,2018-03-26T00:00:00,2018-06-14T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43561,122,NCLB Title I Part A Basic Targeted,,,2018-09-17T00:00:00,2019-05-23T00:00:00,2023-2024,2026-02-22T00:20:49.056312
[],43561,122,NCLB Title I Part A Basic Targeted,,,2019-12-02T00:00:00,2020-06-08T00:00:00,2023-2024,2026-02-22T00:20:49.056312
"[{'Name': 'DisabilityCode', 'Value': '280'}, {'Name': 'DisabilityCodeDescription', 'Value': 'Other Health Impairment (OHI)'}, {'Name': 'DisabilityCode2', 'Value': '200'}, {'Name': 'DisabilityCode2Description', 'Value': ''}, {'Name': 'ParentalConsentDate', 'Value': '0001-01-01T00:00:00'}, {'Name': 'ResidenceStatusCode', 'Value': ''}]",43562,144,Special Education,2018-04-23T00:00:00,,,,2023-2024,2026-02-22T00:20:49.056312
[],43568,122,NCLB Title I Part A Basic Targeted,,,2015-09-28T00:00:00,2016-06-09T00:00:00,2023-2024,2026-02-22T00:20:49.056312
