local_id,state_id
43238,6652078334
42746,3451502158
43128,2456919977
43687,4616735747
44669,3765100803
43581,7187902255
42933,3164035588
42778,5221216585
45762,8468859442
45962,8041078506
42753,9082042378
43562,1450021465
43650,3364516866
43729,9542415677
43903,9986223611
43904,7450624067
43560,5430329932
43112,3310621121
43230,6293412742
44194,7073039428
43651,8625272668
43861,4592007854
42562,8122723931
42871,2906788454
45021,4275347760
43584,9706797854
43294,6620180657
46048,2051712156
42947,4946871262
42678,1935930497
43241,5413364346
43087,3100959685
44270,1720010518
43604,8253743747
43568,2481078857
43539,2440232842
43540,2290010310
42706,4925794577
43557,9420870150
43405,5924738867
43575,2975707304
42761,5290270198
46066,1695207407
42872,8300136958
42764,7752821973
43637,5609329503
44581,5171923326
44135,8436350158
45091,8672054760
44636,4939132487
45466,6430513623
42765,4788379427
43435,6613422467
43556,8946566425
42732,8175770166
42767,5477350724
43213,6972730637
44189,3279746553
42844,2631240922
43254,8723287271
43257,8713217114
43258,8031371760
43759,5076026987
45509,7192429424
46013,7397089885
45518,8178153186
45693,7973095500
43558,2369426477
42263,1957548341
43605,2007195491
42811,7951378476
43135,4561041251
44240,9093158223
46055,1090392478
46040,3995246610
43083,9949906945
43652,1567569205
42873,6701317053
43653,7068776286
42352,8194421474
45412,7439865401
44238,8579988977
43129,9671798441
42463,5700193997
42464,2030326751
43209,4436312837
43307,4669372146
44970,7607117970
43243,7346873316
43233,3264815362
43164,5625842433
43735,7026081052
44929,4462754578
42752,6276515940
43406,4474285874
44251,6030225966
44191,7013230975
42810,6657117748
43139,7129019147
43185,4749114633
46082,5084813575
43681,4779788275
44676,4613726891
43244,1977359567
43551,8133941171
42698,1250393422
43606,8214922776
43607,5146216229
45356,9296848967
45306,4399718668
43167,7740837652
43344,8157598716
45205,1903487477
43656,7292326140
43436,2956524748
42783,3605522927
42961,9967232801
42716,3380632345
42676,8989833071
43524,3226408615
43877,3509276490
43641,4695649830
43245,4250838407
43663,5358319176
43664,5180354324
42809,5475278171
42677,6204533512
43153,4151381242
43227,9257905765
44589,4679582038
46014,9226785464
44602,6442190954
43193,1969633427
43194,5113317407
42349,2580981917
43176,3424683475
43595,3580952174
43154,9501564058
43216,8608625548
43610,7951262332
43360,2280580817
43092,1146577836
43420,3985825274
43666,1691476558
45379,9749065667
43611,3626639447
42876,2053316520
42694,3178790684
44608,3316003953
44643,1529125323
42567,8140593025
43246,4907274085
43668,3295280687
43250,8184947488
42786,9154573751
43253,2198806931
43299,4382174250
46035,1011529686
43529,5124101591
42680,4953545954
42835,1314247825
42834,4330762637
44533,9599823720
45755,7226838088
44578,1559852796
43171,2650427313
