StudentID,InterIntraDistrictStateCode,NonpublicSchoolStateCode,NextSchoolCode,ReportingSchoolCode,SchoolCode,StudentNumber,AcademicYear,Track,AttendanceProgramCode,AttendanceProgramCodeAdditional1,AttendanceProgramCodeAdditional2,Grade,ElementaryTeacherNumber,ElementaryTeacherName,EnterDate,LeaveDate,ExitReasonCode,InterIntraDistrictTransferCode,ExtractedAt
45394,,,0,0,16,5345,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43054,,,0,0,16,5403,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
45517,,,0,0,16,5407,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
42939,0,,0,0,16,5408,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43294,0,,0,0,16,5410,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43325,0,,0,0,16,5411,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
45070,,,0,0,16,5412,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
45492,,,0,0,16,5414,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
42873,0,,0,0,16,5416,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
42893,0,,0,0,16,5417,2022-2023,,,,,8,0,,2023-05-23T00:00:00,,,,2026-02-22T12:27:30.134285
42893,0,,0,0,16,5417,2022-2023,,I,,,8,0,,2023-05-12T00:00:00,2023-05-22T00:00:00,440,,2026-02-22T12:27:30.134285
42893,0,,0,0,16,5417,2022-2023,,,,,8,0,,2022-08-18T00:00:00,2023-05-11T00:00:00,440,,2026-02-22T12:27:30.134285
42900,0,,0,0,16,5419,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
42921,0,,0,0,16,5420,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
42931,0,,0,0,16,5421,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
42943,0,,0,0,16,5422,2022-2023,,S,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
42947,0,,0,0,16,5423,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43118,0,,0,0,16,5424,2022-2023,,S,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43150,0,,0,0,16,5425,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43157,0,,0,0,16,5426,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43201,0,,0,0,16,5430,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43217,0,,0,0,16,5431,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43222,0,,0,0,16,5432,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43223,0,,0,0,16,5433,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43226,0,,0,0,16,5435,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43238,0,,0,0,16,5436,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43241,0,,0,0,16,5437,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43243,0,,0,0,16,5438,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43244,0,,0,0,16,5439,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43245,0,,0,0,16,5440,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43246,0,,0,0,16,5441,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43253,0,,0,0,16,5442,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43257,0,,0,0,16,5443,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43258,0,,0,0,16,5444,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43261,0,,0,0,16,5446,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43262,0,,0,0,16,5447,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43264,0,,0,0,16,5448,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43268,0,,0,0,16,5449,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43269,0,,0,0,16,5450,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43270,0,,0,0,16,5451,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43274,0,,0,0,16,5452,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43275,0,,0,0,16,5453,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43282,,,0,0,16,5454,2022-2023,,,,,8,0,,2023-02-27T00:00:00,,,,2026-02-22T12:27:30.134285
43282,,,0,0,16,5454,2022-2023,,I,,,8,0,,2023-02-09T00:00:00,2023-02-17T00:00:00,440,,2026-02-22T12:27:30.134285
43282,,,0,0,16,5454,2022-2023,,,,,8,0,,2022-08-18T00:00:00,2023-02-08T00:00:00,440,,2026-02-22T12:27:30.134285
43298,0,,0,0,16,5455,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43307,0,,0,0,16,5456,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43352,2165458,,0,0,16,5458,2022-2023,,S,,,8,0,,2022-08-18T00:00:00,,,7,2026-02-22T12:27:30.134285
43414,0,,0,0,16,5459,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43631,0,,0,0,16,5460,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43757,0,,0,0,16,5461,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43770,0,,0,0,16,5462,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43804,0,,0,0,16,5463,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
44272,,,0,0,16,5465,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
44538,,,0,0,16,5466,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
44539,,,0,0,16,5467,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
44602,,,0,0,16,5468,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
44617,,,0,0,16,5470,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
45365,2165417,,0,0,16,5478,2022-2023,,,,,8,0,,2022-08-18T00:00:00,2023-03-31T00:00:00,180,7,2026-02-22T12:27:30.134285
45440,,,0,0,16,5480,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
42683,0,,0,0,16,5481,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
42730,0,,0,0,16,5482,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
42734,0,,0,0,16,5483,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
42772,0,,0,0,16,5484,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
42778,0,,0,0,16,5485,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
42795,0,,0,0,16,5486,2022-2023,,,,,8,0,,2023-04-17T00:00:00,,,,2026-02-22T12:27:30.134285
42795,0,,0,0,16,5486,2022-2023,,I,,,8,0,,2023-04-03T00:00:00,2023-04-07T00:00:00,440,,2026-02-22T12:27:30.134285
42795,0,,0,0,16,5486,2022-2023,,,,,8,0,,2022-08-18T00:00:00,2023-03-31T00:00:00,440,,2026-02-22T12:27:30.134285
42843,0,,0,0,16,5487,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
42926,0,,0,0,16,5491,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43092,0,,0,0,16,5492,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43111,0,,0,0,16,5493,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43113,0,,0,0,16,5495,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43114,0,,0,0,16,5496,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43117,0,,0,0,16,5497,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43125,0,,0,0,16,5499,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
43126,0,,0,0,16,5500,2022-2023,,,,,8,0,,2022-08-18T00:00:00,,,,2026-02-22T12:27:30.134285
